ProjectName,LayerCategory,CategoryID,Board,MeetingFormat,MeetingType,MeetingDate,ArcGIS_Date,MeetingYear,Status,AgendaItemID,AgendaItemNumber,AgendaItemType,ProjectTitle,Summary,ActionTaken,Outcome,MotionText,ProposedBy,SecondedBy,VoteResult,ApplicantName,ApplicationID,District,LocationName,Location,Latitude,Longitude,GeocodeConfidence,StaffCode,Filename,Document_Link,RecordType,LocationSeq,IsPrimary,ParcelID
"DISCUSSION REGARDING LAND USE B OARDS ORDINANCES AND PROCESSES: Mr. Levitan narrated a PowerPoint presentation entitled ""Planning for Estero Land Use Transition"" (copy to be provided on Village website), outlining the background for the proposed c...","Meetings, Records & Public Input",8,Village Council,Regular Meeting,Village Council,2015-03-27,2015-03-27,2015,Accepted,449,8,Ordinance,"DISCUSSION REGARDING LAND USE B OARDS ORDINANCES AND PROCESSES: Mr. Levitan narrated a PowerPoint presentation entitled ""Planning for Estero Land Use Transition"" (copy to be provided on Village website), outlining the background for the proposed c...","DISCUSSION REGARDING LAND USE B OARDS ORDINANCES AND PROCESSES: Mr. Levitan narrated a PowerPoint presentation entitled ""Planning for Estero Land Use Transition"" (copy to be provided on Village website), outlining the background for the proposed compositi. Action: No formal action recorded. DISCUSSION REGARDING LAND USE B OARDS ORDINANCES AND PROCESSES: Mr. Levitan narrated a PowerPoint presentation entitled ""Planning for Estero Land Use Transition"" (copy to be provided on Village website), o...","No formal action recorded. DISCUSSION REGARDING LAND USE B OARDS ORDINANCES AND PROCESSES: Mr. Levitan narrated a PowerPoint presentation entitled ""Planning for Estero Land Use Transition"" (copy to be provided on Village website), outlining the background for the proposed composition and the responsibilities of a Planning and Zoning Board and a Design Review Board. After noting that the next step would be to conduct hearings at the April 6, 2015 Regular Meeting, with adoption on April 17, 2015, he distributed and reviewed a proposed process to populate the two boards as soon as possible (copy on file). Following extensive Council discussion, the Mayor called for public input; and the following individuals came forward to speak: Los Palmos resident, Bob Niles Estero Community Planning Panel (ECPP) member, Don Eslick Breckenridge resident, Gary Green Former Estero Design Review Committee (EDRC) Chair, Bill Prysi Est","No formal action recorded. DISCUSSION REGARDING LAND USE B OARDS ORDINANCES AND PROCESSES: Mr. Levitan narrated a PowerPoint presentation entitled ""Planning for Estero Land Use Transition"" (copy to be provided on Village website), outlining the background for the proposed composition and the responsibilities of a Planning and Zoning Board and a Design Review Board. After noting that the next step would be to conduct hearings at the April 6, 2015 Regular Meeting, with adoption on April 17, 2015, he distributed and reviewed a proposed process to populate the two boards as soon as possible (copy on file). Following extensive Council discussion, the Mayor called for public input; and the following individuals came forward to speak: Los Palmos resident, Bob Niles Estero Community Planning Panel (ECPP) member, Don Eslick Breckenridge resident, Gary Green Former Estero Design Review Committee (EDRC) Chair, Bill Prysi Est",,,,,,,,Village on Crescent Lake at Breckenridge Condominium,Village on Crescent Lake at Breckenridge Condominium,26.44425079079401,-81.82629414204098,0.85,null,03272015 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/03272015%20minutes.pdf,AgendaItemLocation,1,true,
Resolution 2015-39 Appointing Members to the Village of Estero Design Review Board; Establishing Terms of the Members; and Providing an Effective Date (Vice Mayor Levitan),"Meetings, Records & Public Input",8,Village Council,Regular Meeting,Village Council,2015-07-01,2015-07-01,2015,Accepted,1086,3,Public Comment,Resolution 2015-39 Appointing Members to the Village of Estero Design Review Board; Establishing Terms of the Members; and Providing an Effective Date (Vice Mayor Levitan),"Resolution 2015-39 Appointing Members to the Village of Estero Design Review Board; Establishing Terms of the Members; and Providing an Effective Date (Vice Mayor Levitan). Action: Vice Mayor Levitan moved to nominate Scott Anderson to fill the two-year seat and Jim Tatooles to fill the one-year seat on the Design Review Board, seconded by Councilmember Wilson. Discussion of the motion followed. Mayor Batos noted that in the prior round, the process was handled by ballot and stated if any of...","Vice Mayor Levitan moved to nominate Scott Anderson to fill the two-year seat and Jim Tatooles to fill the one-year seat on the Design Review Board, seconded by Councilmember Wilson. Discussion of the motion followed. Mayor Batos noted that in the prior round, the process was handled by ballot and stated if any of the Councilmembers had nominations for anyone else, Council could revert to that process. Mayor Batos called for further nominations and no one responded. Mayor Batos called for public comment, no one came forward and then called for further Council comment. Councilmember Errington said that when Council went through the interview process, it was specified that Board Members be present for the meetings. She noted that at the recent Design Review Board meeting only four of the six members were present. She reiterated her concern for the residents of Breckenridge who attended the meeting and felt that their values were not appreciated. She stated there has to be a way to mak...","Vice Mayor Levitan moved to nominate Scott Anderson to fill the two-year seat and Jim Tatooles to fill the one-year seat on the Design Review Board, seconded by Councilmember Wilson. Discussion of the motion followed. Mayor Batos noted that in the prior round, the process was handled by ballot and stated if any of the Councilmembers had nominations for anyone else, Council could revert to that process. Mayor Batos called for further nominations and no one responded. Mayor Batos called for public comment, no one came forward and then called for further Council comment. Councilmember Errington said that when Council went through the interview process, it was specified that Board Members be present for the meetings. She noted that at the recent Design Review Board meeting only four of the six members were present. She reiterated her concern for the residents of Breckenridge who attended the meeting and felt that their values were not appreciated. She stated there has to be a way to mak...","Vice Mayor Levitan moved to nominate Scott Anderson to fill the two-year seat and Jim Tatooles to fill the one-year seat on the Design Review Board, seconded by Councilmember Wilson. Discussion of the motion followed. Mayor Batos noted that in the prior round, the process was handled by ballot and stated if any of the Councilmembers had nominations for anyone else, Council could revert to that process. Mayor Batos called for further nominations and no one responded. Mayor Batos called for public comment, no one came forward and then called for further Council comment. Councilmember Errington said that when Council went through the interview process, it was specified that Board Members be present for the meetings. She noted that at the recent Design Review Board meeting only four of the six members were present. She reiterated her concern for the residents of Breckenridge who attended the meeting and felt that their values were not appreciated. She stated there has to be a way to mak...",,,Detected,,Resolution 2015-39,,Village on Crescent Lake at Breckenridge Condominium,Village on Crescent Lake at Breckenridge Condominium,26.44425079079401,-81.82629414204098,0.85,null,070115 Regular Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/070115%20Regular%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
Williams Road Improvements,"Meetings, Records & Public Input",8,Village Council,Regular Meeting,Village Council,2023-03-15,2023-03-15,2023,Accepted,2591,5,Vote,Recreational Proposals for the Village-owned Williams Road Property,Recreational Proposals for the Village-owned Williams Road Property. Action: Approved Recreational Proposals for the Village- owned Williams Road Property,Approved Recreational Proposals for the Village- owned Williams Road Property,Approved Recreational Proposals for the Village- owned Williams Road Property,Approved Recreational Proposals for the Village- owned Williams Road Property,,,Detected,,,,Williams Road,"Williams Road from US 41 to Three Oaks Parkway, Estero, FL",26.420352499197,-81.799938484002,0.9,TD/CS,3152023 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/3152023%20minutes.pdf,AgendaItemLocation,1,true,
Williams Road Improvements,"Meetings, Records & Public Input",8,Village Council,Regular Meeting,Village Council,2023-11-15,2023-11-15,2023,Accepted,2017,8,Public Comment,Williams Road Sports Park Update,"Williams Road Sports Park Update. Action: No formal action recorded. Williams Road Sports Park Update Staff Presentation/Comments Steve Sarkozy, Village Manager  Presentation/Information by Michael Comparato, Vieste, LLC Council Questions or Comments Councilmember Ward, Vice Mayor Ribble, and Zalucki. Public Comments None","No formal action recorded. Williams Road Sports Park Update Staff Presentation/Comments Steve Sarkozy, Village Manager  Presentation/Information by Michael Comparato, Vieste, LLC Council Questions or Comments Councilmember Ward, Vice Mayor Ribble, and Zalucki. Public Comments None","No formal action recorded. Williams Road Sports Park Update Staff Presentation/Comments Steve Sarkozy, Village Manager  Presentation/Information by Michael Comparato, Vieste, LLC Council Questions or Comments Councilmember Ward, Vice Mayor Ribble, and Zalucki. Public Comments None",,,,,,,,Williams Road,"Williams Road from US 41 to Three Oaks Parkway, Estero, FL",26.420352499197,-81.799938484002,0.9,TD/CS,11152023 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/11152023%20minutes.pdf,AgendaItemLocation,1,true,
"Final Plan approval for West Bay Island High Rise Resolution No. 2022-22 A Resolution of the Village Council of the Village of Estero, Florida, Approving with Conditions the Final Plan Approval and Two Deviations for West Bay Club Island High Rise...","Meetings, Records & Public Input",8,Village Council,Regular Meeting,Village Council,2022-09-21,2022-09-21,2022,Accepted,1597,3,Resolution,"Final Plan approval for West Bay Island High Rise Resolution No. 2022-22 A Resolution of the Village Council of the Village of Estero, Florida, Approving with Conditions the Final Plan Approval and Two Deviations for West Bay Club Island High Rise...","Final Plan approval for West Bay Island High Rise Resolution No. 2022-22 A Resolution of the Village Council of the Village of Estero, Florida, Approving with Conditions the Final Plan Approval and Two Deviations for West Bay Club Island High Rise, Locate. Action: Adopted Resolution No. 2022-22",Adopted Resolution No. 2022-22,Adopted Resolution No. 2022-22,Adopted Resolution No. 2022-22,,,Detected,Conditions the Final Plan Approval and Two Deviations,Resolution No. 2022-22,,"Williams Road & Baybridge Boulevard, Estero, FL","Williams Road & Baybridge Boulevard, Estero, FL",26.419972358933,-81.832872657959,0.95,TD/CS,09212022 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/09212022%20minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,"Meetings, Records & Public Input",8,Village Council,Regular Meeting,Village Council,2015-06-03,2015-06-03,2015,Accepted,901,6,Vote,"RESOLUTION - Resolution Regarding Development on Corkscrew Road Vice Mayor Levitan provided background information regarding the resolution, pointed out various items that had been received from interested parties, and commented on the need to con...","RESOLUTION - Resolution Regarding Development on Corkscrew Road Vice Mayor Levitan provided background information regarding the resolution, pointed out various items that had been received from interested parties, and commented on the need to consider th. Action: Mr. Ribble moved approval, seconded by Vice Mayor Levitan, called and carried","Mr. Ribble moved approval, seconded by Vice Mayor Levitan, called and carried","Mr. Ribble moved approval, seconded by Vice Mayor Levitan, called and carried","Mr. Ribble moved approval, seconded by Vice Mayor Levitan, called and carried",,,Detected,,,,along Corkscrew Road,along Corkscrew Road,26.436406641374045,-81.7775478216657,0.7,DR/GR,060315 Regular Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/060315%20Regular%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,"Meetings, Records & Public Input",8,Village Council,Regular Meeting,Village Council,2016-01-20,2016-01-20,2016,Accepted,109,7,Resolution,regarding the enhanced Type D buffer in the two areas along Corkscrew Road shown on the exhibit,regarding the enhanced Type D buffer in the two areas along Corkscrew Road shown on the exhibit. Action: Approved the application going forward as meeting the criteria for an exception to the Zoning in Progress Resolution,Approved the application going forward as meeting the criteria for an exception to the Zoning in Progress Resolution,Approved the application going forward as meeting the criteria for an exception to the Zoning in Progress Resolution,Approved the application going forward as meeting the criteria for an exception to the Zoning in Progress Resolution,,,Unanimous,,,,along Corkscrew Road,along Corkscrew Road,26.436406641374045,-81.7775478216657,0.7,,01202016 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/01202016%20minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,"Meetings, Records & Public Input",8,Village Council,Regular Meeting,Village Council,2016-01-20,2016-01-20,2016,Accepted,110,8,Ordinance,regarding the enhanced Type D buffer in the two areas along Corkscrew Road shown on the exhibit,regarding the enhanced Type D buffer in the two areas along Corkscrew Road shown on the exhibit. Action: Adopted Ordinance No. 2015-21 as revised and described by Community Development Director Gibbs,Adopted Ordinance No. 2015-21 as revised and described by Community Development Director Gibbs,Adopted Ordinance No. 2015-21 as revised and described by Community Development Director Gibbs,Adopted Ordinance No. 2015-21 as revised and described by Community Development Director Gibbs,,,Unanimous,,Ordinance No. 2015-21,,along Corkscrew Road,along Corkscrew Road,26.436406641374045,-81.7775478216657,0.7,,01202016 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/01202016%20minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,"Meetings, Records & Public Input",8,Village Council,Regular Meeting,Village Council,2023-09-07,2023-09-07,2023,Accepted,1429,5,Resolution,"Resolution No. 2023-21 Replat for RiverCreek Phase Three (formerly known as Corkscrew Crossing) located on Corkscrew Road A Resolution of the Village Council of the Village of Estero, Florida, Approving the Replat of Tracts ""F2"", ""L8"", ""L9"", And ""...","Resolution No. 2023-21 Replat for RiverCreek Phase Three (formerly known as Corkscrew Crossing) located on Corkscrew Road A Resolution of the Village Council of the Village of Estero, Florida, Approving the Replat of Tracts ""F2"", ""L8"", ""L9"", And ""L10"", Ri. Action: Approved Resolution 2023-21",Approved Resolution 2023-21,Approved Resolution 2023-21,Approved Resolution 2023-21,,,Detected,,Resolution No. 2023-21,,along Corkscrew Road,along Corkscrew Road,26.436406641374045,-81.7775478216657,0.7,TD/CS,09072023 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/09072023%20minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,"Meetings, Records & Public Input",8,Village Council,Regular Meeting,Village Council,2023-09-07,2023-09-07,2023,Accepted,1430,6,Resolution,"Resolution No. 2023-22 Replat for Tract B of Estero Town Commons, (Wawa gas station/convenience store) on Corkscrew Road A Resolution of the Village Council of the Village of Estero, Florida, Approving a Replat of Tract B of Estero Town Commons, I...","Resolution No. 2023-22 Replat for Tract B of Estero Town Commons, (Wawa gas station/convenience store) on Corkscrew Road A Resolution of the Village Council of the Village of Estero, Florida, Approving a Replat of Tract B of Estero Town Commons, Instrumen. Action: Approved Resolution 2023-22",Approved Resolution 2023-22,Approved Resolution 2023-22,Approved Resolution 2023-22,,,Detected,,Resolution No. 2023-22,,along Corkscrew Road,along Corkscrew Road,26.436406641374045,-81.7775478216657,0.7,TD/CS,09072023 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/09072023%20minutes.pdf,AgendaItemLocation,1,true,
